OSEBuildingID,proportionparking,Proportionbat,old_built,PropertyGFATotal,NumberofBuildings,NumberofFloors,mean_GFA_per_floor,prop_gfa_largest_property,diff_prop_gfa_largest_property_per_type,SteamUse(kBtu)_pct,Electricity(kBtu)_pct,NaturalGas(kBtu)_pct,Longitude,Latitude,SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_infrequent_sklearn,PrimaryPropertyType_Large Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,PrimaryPropertyType_infrequent_sklearn,Neighborhood_lcaps_downtown,Neighborhood_lcaps_east,Neighborhood_lcaps_greater duwamish,Neighborhood_lcaps_lake union,Neighborhood_lcaps_magnolia / queen anne,Neighborhood_lcaps_northeast,Neighborhood_lcaps_northwest,Neighborhood_lcaps_infrequent_sklearn,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Worship Facility,LargestPropertyUseType_infrequent_sklearn,BuildingType,PrimaryPropertyType,Neighborhood_lcaps,LargestPropertyUseType,BuildingType_cat,PrimaryPropertyType_cat,Neighborhood_lcaps_cat,LargestPropertyUseType_cat
605,0.0,1.0,46,94002,1.0,7,11750.25,0.9989681070615519,0.21256163059100197,0.0,1.0,0.0,-122.33968,47.63376,5662234.0,60.29999924,39.47,0.42,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,lake union,Office,0,13,6,21
606,0.0,1.0,42,93020,1.0,1,46510.0,1.0,0.09823242680021749,0.0,1.0,0.0,-122.3275,47.55515,1252323.875,13.5,8.73,0.09,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
19746,0.0,1.0,70,23000,1.0,1,11500.0,0.8830434782608696,0.012286222461784124,0.0,0.3665195276739899,0.6334804723260101,-122.35014,47.6153,845892.1875,36.79999924,25.74,1.12,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,downtown,Other,0,8,3,22
607,0.0,1.0,14,61053,1.0,1,30526.5,0.8915859990500057,0.0003453621795186379,0.0,0.645282833826637,0.3547171661733631,-122.26825,47.52095,13564414.0,249.1999969,306.5,5.02,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,southeast,Supermarket/Grocery Store,0,14,11,48
609,0.0,1.0,112,78920,1.0,5,13153.333333333334,0.9954891028890015,0.20908262641845154,0.0,1.0,0.0,-122.33379,47.59895,2830674.75,36.0,19.73,0.25,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
610,0.0,1.0,110,99440,1.0,7,12430.0,0.6545454545454545,-0.1318610219250954,0.0,0.7092432500175576,0.29075674998244244,-122.33327,47.59855,6669621.5,75.0,134.69,1.35,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
611,0.0,1.0,109,73260,1.0,6,10465.714285714286,0.8718400218400219,0.0854335453694719,0.0,1.0,0.0,-122.33379,47.59856,3020795.0,47.29999924,19.89,0.27,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
612,0.0,1.0,116,69817,1.0,4,13963.4,0.49625449389117265,-0.2901519825793773,0.35402154431895355,0.5716623460971988,0.07431610958384768,-122.3338,47.59979,2380143.75,39.20000076,76.8,1.1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
613,0.0,1.0,116,84750,1.0,4,16950.0,0.49096165191740415,-0.2954448245531458,0.0,0.8816632254830586,0.11833677451694137,-122.33379,47.60035,2165173.25,30.79999924,26.04,0.31,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
614,0.17643318851329873,0.8235668114867013,116,75496,1.0,6,8882.285714285714,0.6066414114655081,-0.17976506500504186,0.0,1.0,0.0,-122.33248,47.60146,3740114.25,62.09999847,24.89,0.33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
615,0.0,1.0,116,164380,1.0,4,32876.0,0.7519588757756418,-0.034447600694908154,0.05218800198429277,0.8094195535455558,0.13839244447015134,-122.33247,47.59962,7778893.0,53.90000153,130.31,0.79,79.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
616,0.0,1.0,109,160580,1.0,7,20072.5,1.0,0.21359352352945005,0.08007217257991008,0.6950994191742228,0.22482840824586714,-122.33198,47.59858,4501784.0,28.0,99.59,0.62,98.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
619,0.0,1.0,110,67755,1.0,3,16938.75,0.49659803704523653,-0.37415921875384894,0.0,1.0,0.0,-122.3299,47.59871,2031594.375,31.0,13.28,0.2,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Nonresidential COS,Other,downtown,Other,1,8,3,22
620,0.0,1.0,106,56700,1.0,3,14175.0,0.46296296296296297,-0.323443513507587,0.0,0.8624715642558215,0.13752843574417845,-122.32905,47.59334,2462293.5,43.40000153,31.58,0.56,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Mixed Use Property,greater duwamish,Office,0,7,5,21
621,0.0,1.0,94,82852,1.0,1,41426.0,0.7057403562979772,-0.19602721690180536,0.0,0.4912997004091746,0.5087002995908254,-122.32666,47.59366,2472120.0,30.20000076,65.56,0.79,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
622,0.0,1.0,63,76442,1.0,2,25480.666666666668,0.6606315899636326,-0.2101256658354529,0.0,0.4286787973788653,0.5713212026211347,-122.33131,47.57941,4608482.0,60.59999847,132.6,1.73,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,greater duwamish,Other,0,8,5,22
623,0.0,1.0,54,92792,1.0,2,30930.666666666668,0.9197236830761273,-0.028231260287631454,0.0,0.6416021443221605,0.35839785567783955,-122.33054,47.57658,3471977.25,35.09999847,74.18,0.8,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,greater duwamish,Distribution Center,0,0,5,4
624,0.0,1.0,75,125519,2.0,2,41839.666666666664,1.1384810267768226,0.20590871787224774,0.0,1.0,0.0,-122.33282,47.58444,2244317.0,15.69999981,15.65,0.12,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,greater duwamish,Manufacturing/Industrial Plant,0,8,5,15
625,0.2,0.8,116,129000,1.0,4,20640.0,0.812937984496124,0.026531508025574024,0.0,1.0,0.0,-122.33369,47.58361,4374646.0,41.70000076,30.5,0.24,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,greater duwamish,Office,0,5,5,21
626,0.0,1.0,62,78814,1.0,1,39407.0,1.0,0.09823242680021749,0.0,0.7368293438425566,0.26317065615744345,-122.33264,47.58781,911161.3125,11.60000038,16.48,0.21,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
627,0.0,1.0,112,58970,1.0,4,11794.0,0.6761064948278785,-0.11029998164267141,0.0,0.6487093084261984,0.35129069157380155,-122.33368,47.59486,1916863.375,32.79999924,41.18,0.7,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
628,0.14285714285714285,0.8571428571428571,106,75600,1.0,6,9257.142857142857,0.6751322751322751,-0.2728226682314836,0.0,1.0,0.0,-122.33367,47.59403,2688675.75,43.70000076,18.74,0.25,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,greater duwamish,Distribution Center,0,0,5,4
629,0.0,1.0,109,56270,1.0,4,11254.0,0.7087968722232095,-0.2391580711405492,0.0,1.0,0.0,-122.33371,47.59363,1056782.125,18.79999924,7.37,0.13,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,greater duwamish,Distribution Center,0,0,5,4
630,0.0,1.0,112,66842,1.0,4,13368.4,0.6451332994225187,-0.14127317704803122,0.0,0.6164711336162322,0.38352886638376776,-122.33378,47.59701,5550151.0,103.5,138.35,2.07,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
632,0.14344915524386356,0.8565508447561364,107,75288,1.0,6,9212.57142857143,0.870098820529168,0.08369234405861803,0.0,0.9998699684085482,0.00013003159145180617,-122.33368,47.59639,2972492.75,45.40000153,20.18,0.27,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
633,0.0,1.0,112,184322,1.0,7,23040.25,0.9977973329282451,0.21139085645769518,0.0,1.0,0.0,-122.33475,47.59806,9722890.0,52.70000076,67.78,0.37,81.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
635,0.0,1.0,102,64512,1.0,2,21504.0,0.9765625,0.19015602352945005,0.0,0.49464859653420473,0.5053514034657953,-122.33486,47.59202,6114759.5,97.09999847,180.76,2.8,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
638,0.0,1.0,90,144050,1.0,7,18006.25,1.0,0.09823242680021749,0.0,0.6081953065770578,0.3918046934229423,-122.33467,47.58365,4347677.0,30.20000076,98.43,0.68,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
639,0.0,1.0,86,60592,1.0,3,15148.0,0.9965672035912332,0.21016072712068323,0.0,0.9483048239351406,0.05169517606485939,-122.33465,47.58252,5107519.5,84.59999847,47.25,0.78,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
641,0.0,1.0,23,107930,1.0,1,53965.0,0.9979060502177337,0.12458730528035056,0.0,0.8497000822961385,0.15029991770386159,-122.33558,47.57842,7589347.5,70.5,100.42,0.93,57.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,greater duwamish,Retail Store,0,11,5,44
642,0.0,1.0,90,99084,1.0,1,49542.0,1.0,0.09823242680021749,0.0,0.4913683247739647,0.5086316752260354,-122.3355,47.57096,1838287.25,18.60000038,49.25,0.5,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
647,0.0,1.0,63,72719,1.0,1,36359.5,1.0,0.05204505663624126,0.0,0.7922693282287696,0.20773067177123045,-122.35247,47.56676,2774363.5,38.20000076,42.74,0.59,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,delridge,Distribution Center,0,0,2,4
649,0.0,1.0,86,76624,1.0,4,15324.8,1.0,0.21359352352945005,0.0,0.8900004218272909,0.10999957817270907,-122.327269,47.59534849,3166841.75,41.29999924,33.41,0.44,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,east,Office,0,13,4,21
650,0.39891610145464856,0.6010838985453515,15,91706,1.0,6,7874.714285714285,0.580997971779382,-0.205408504691168,0.0,1.0,0.0,-122.31625,47.66158,8570571.0,150.3000031,59.75,0.65,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,northeast,Office,0,13,9,21
652,0.11745326053900627,0.8825467394609937,25,138106,1.0,5,20314.166666666668,0.8622579757577513,0.07585149928720136,0.0,1.0,0.0,-122.36419,47.56787,8381834.5,70.40000153,58.43,0.42,41.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,delridge,Office,0,5,2,21
654,0.0,1.0,43,56572,1.0,1,28286.0,1.0000707063565015,0.12675196141911838,0.0,0.5458077411702109,0.45419225882978914,-122.32346,47.56664,2540840.5,44.90000153,67.29,1.19,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,greater duwamish,Retail Store,0,11,5,44
660,0.0,1.0,90,97720,1.0,6,13960.0,0.5309148587801883,-0.25549161769036166,0.0,1.0,0.0,-122.3361,47.61077,2478025.25,33.70000076,17.28,0.18,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
671,0.0,1.0,29,94500,1.0,7,11812.5,1.2035873015873015,0.35576608553926603,0.0,1.0,0.0,-122.31121,47.60649,5739540.0,50.5,40.38,0.43,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,central,Medical Office,0,6,1,16
673,0.0,1.0,11,94713,1.0,1,47356.5,1.1588483101580564,0.2855295652206733,0.0,0.772095124075282,0.22790487592471792,-122.36377,47.53655,5820712.5,53.0,94.74,1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,delridge,Retail Store,0,11,2,44
674,0.33457025704683363,0.6654297429531664,8,302902,1.0,9,20156.0,0.6647859703798589,-0.18303524566817664,0.0,0.959620204981115,0.040379795018885015,-122.3288,47.60707,14802479.0,73.5,130.32,0.43,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,east,Medical Office,0,6,4,16
678,0.0,1.0,116,205521,1.0,6,29360.14285714286,0.5591594046350494,-0.22724707183550052,0.2541791888872503,0.5315396540253176,0.21428115708743223,-122.33558,47.60353,8455976.0,58.90000153,282.46,1.37,94.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
679,0.0,1.0,116,56700,1.0,6,8100.0,0.8112874779541446,0.024881001483594622,0.0,1.0,0.0,-122.33437,47.60197,3065954.5,54.29999924,21.37,0.38,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
680,0.0,1.0,91,72000,1.0,4,14400.0,1.0,0.21359352352945005,0.0,0.9646133783678317,0.03538662163216835,-122.32471,47.59554,2739121.5,38.0,23.48,0.33,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
681,0.49643727831082,0.50356272168918,16,191146,1.0,4,19250.8,0.53885511598464,-0.24755136048590998,0.0,1.0,0.0,-122.34078,47.63347,5101504.5,49.5,35.56,0.19,93.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,magnolia / queen anne,Office,0,5,7,21
685,0.0,1.0,8,362046,1.0,14,24136.4,0.64202615137303,-0.14438032509751997,0.0,0.9899128032050714,0.010087196794928619,-122.33503,47.61567,15725581.0,66.59999847,116.95,0.32,86.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
689,0.0,1.0,22,81336,3.0,2,27112.0,1.0006024392642865,0.0,0.0,0.7035971521011065,0.29640284789889354,-122.35521,47.62476,13360349.0,164.1999969,270.17,3.32,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,magnolia / queen anne,Lifestyle Center,0,8,7,14
692,0.7142857142857143,0.2857142857142857,33,275982,1.0,6,11264.57142857143,0.7139596060612649,-0.09885960779507996,0.0,1.0,0.0,-122.34897,47.61234,5233553.5,66.40000153,36.49,0.13,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,downtown,Parking,0,8,3,33
693,0.0,1.0,34,98668,1.0,5,16444.666666666668,1.0,0.21359352352945005,0.0,1.0,0.0,-122.35965,47.62497,4395027.0,44.5,30.61,0.31,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
694,0.17857434987510304,0.821425650124897,9,158931,1.0,1,65275.0,0.5043509447496083,-0.28205553172094167,0.0,0.9070518046601901,0.09294819533980986,-122.32072,47.57639,9336260.0,72.19999695,98.54,0.62,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,greater duwamish,Office,0,5,5,21
701,0.0,1.0,38,50660,1.0,1,25330.0,1.0,0.12668125506261685,0.0,0.6567656889679758,0.3432343110320242,-122.37712,47.63284,2956254.5,58.40000153,60.7,1.2,51.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,magnolia / queen anne,Retail Store,0,11,7,44
702,0.0,1.0,79,61929,1.0,2,20643.0,0.6439471007121058,-0.14245937575844414,0.0,0.6028317414320121,0.3971682585679879,-122.37551,47.63156,2421613.25,60.70000076,55.73,0.9,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
19755,0.0,1.0,91,20565,1.0,3,5141.25,1.0,0.21359352352945005,0.0,1.0,0.0,-122.34965,47.61588,830100.0,40.40000153,5.59,0.27,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,downtown,Office,0,13,3,21
705,0.3499565453897472,0.6500434546102528,16,159937,1.0,5,17327.666666666668,0.6655683175250254,-0.12083815894552452,0.0,1.0,0.0,-122.36313,47.62175,7857972.5,73.80000305,54.78,0.34,63.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,magnolia / queen anne,Office,0,5,7,21
706,0.2541964732230219,0.7458035267769781,8,183964,1.0,5,22866.833333333332,0.7254191037376878,-0.060987372732862144,0.0,1.0,0.0,-122.36188,47.62101,14856199.0,108.3000031,103.57,0.56,56.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,magnolia / queen anne,Office,0,5,7,21
707,0.3786945871956198,0.6213054128043802,30,208210,1.0,5,21560.333333333332,0.5282070986023726,-0.25819937786817737,0.0,0.6922502333928391,0.30774976660716086,-122.35958,47.61891,5799664.5,52.70000076,116.74,0.56,95.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,magnolia / queen anne,Office,0,5,7,21
708,0.28932270456887915,0.7106772954311209,30,277486,1.0,7,24650.375,0.6437261699689354,-0.14268030650161456,0.0,1.0,0.0,-122.35833,47.61813,12729858.0,65.90000153,88.74,0.32,63.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
709,0.0,1.0,23,187130,1.0,3,46782.5,0.9179874953241063,0.13158101885355633,0.0,1.0,0.0,-122.35375,47.614,10445641.0,54.59999847,70.09,0.37,77.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Large Office,downtown,Office,0,5,3,21
