OSEBuildingID,proportionparking,Proportionbat,old_built,PropertyGFATotal,NumberofBuildings,NumberofFloors,mean_GFA_per_floor,prop_gfa_largest_property,diff_prop_gfa_largest_property_per_type,SteamUse(kBtu)_pct,Electricity(kBtu)_pct,NaturalGas(kBtu)_pct,Longitude,Latitude,SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_infrequent_sklearn,PrimaryPropertyType_Large Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,PrimaryPropertyType_infrequent_sklearn,Neighborhood_lcaps_downtown,Neighborhood_lcaps_east,Neighborhood_lcaps_greater duwamish,Neighborhood_lcaps_lake union,Neighborhood_lcaps_magnolia / queen anne,Neighborhood_lcaps_northeast,Neighborhood_lcaps_northwest,Neighborhood_lcaps_infrequent_sklearn,LargestPropertyUseType_Non-Refrigerated Warehouse,LargestPropertyUseType_Office,LargestPropertyUseType_Other,LargestPropertyUseType_Retail Store,LargestPropertyUseType_Worship Facility,LargestPropertyUseType_infrequent_sklearn,BuildingType,PrimaryPropertyType,Neighborhood_lcaps,LargestPropertyUseType,BuildingType_cat,PrimaryPropertyType_cat,Neighborhood_lcaps_cat,LargestPropertyUseType_cat
21785,0.0,1.0,66,26660,1.0,1,13330.0,1.0,0.06742769109542512,0.0,1.0,0.0,-122.33044,47.55013,2241280.5,84.09999847,15.62,0.59,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,greater duwamish,Manufacturing/Industrial Plant,0,8,5,15
21786,0.0,1.0,41,28126,1.0,1,14063.0,0.7743724667567375,-0.12739510644304497,0.0,0.6872870784929465,0.31271292150705354,-122.32593,47.56056,966168.625,34.40000153,18.63,0.66,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21787,0.0,1.0,52,35000,1.0,1,17500.0,1.0,0.09823242680021749,0.0,1.0,0.0,-122.32553,47.54813,378714.4063,10.80000019,2.64,0.08,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21792,0.0,1.0,54,26150,1.0,1,13075.0,1.0,0.09823242680021749,0.0,0.6748614706291253,0.32513852937087473,-122.32536,47.54948,1322416.75,50.59999847,26.55,1.02,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21793,0.0,1.0,49,24000,1.0,2,8000.0,1.0,0.21359352352945005,0.0,1.0,0.0,-122.3261,47.54974,1148448.75,47.90000153,7.59,0.32,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
21794,0.0,1.0,48,43594,1.0,5,7265.666666666667,0.9361150617057393,-0.07889203997826943,0.0,0.5103749124814118,0.48962508751858824,-122.31644,47.64132,2699616.0,66.19999695,73.26,1.68,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,K-12 School,east,K-12 School,0,3,4,11
21822,0.0,1.0,104,28080,1.0,1,14040.0,0.9109686609686609,-0.036986282395097825,0.0,0.6455214067759287,0.3544785932240712,-122.34274,47.65791,892651.125,31.79999924,18.54,0.66,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,lake union,Distribution Center,0,0,6,4
21883,0.0,1.0,54,22047,1.0,1,11023.5,1.0385993559214406,0.04842496332519042,0.0,1.0,0.0,-122.3578,47.72558,272664.4063,11.89999962,1.85,0.08,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,northwest,Worship Facility,0,17,10,51
21893,0.0,1.0,37,31600,1.0,1,15800.0,1.0,0.09823242680021749,0.0,0.4855920928427978,0.5144079071572022,-122.32182,47.5213,3731853.25,118.0999985,103.28,3.27,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21894,0.0,1.0,9,35289,1.0,1,17644.5,1.0,0.09823242680021749,0.0,0.5600285249736144,0.4399714750263856,-122.32137,47.52024,1010737.813,28.60000038,23.9,0.68,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21896,0.0,1.0,35,28920,1.0,1,14460.0,1.037344398340249,0.13557682514046654,0.0,0.15941554564935595,0.840584454350644,-122.321,47.51899,2053772.75,68.5,80.09,2.77,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21897,0.0,1.0,38,22176,1.0,1,11088.0,1.0,0.09823242680021749,0.0,0.18666997995730744,0.8133300200426926,-122.3213,47.5193,746905.625,33.70000076,32.77,1.48,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
21904,0.0,1.0,42,39927,1.0,3,9981.75,0.9903323565507051,0.2039258800801551,0.0,1.0,0.0,-122.32714,47.70079,3832168.5,96.90000153,24.88,0.62,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,north,Office,0,13,8,21
21905,0.0,1.0,37,30610,1.0,1,15305.0,0.761842535119242,-0.03080586515075079,0.0,0.46570350793447507,0.5342964920655249,-122.32479,47.69883,4513728.0,147.5,135.81,4.44,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,north,Other - Recreation,0,8,8,28
21907,0.2357965094689937,0.7642034905310063,36,26930,1.0,2,6860.0,1.0,0.1521787839519645,0.0,1.0,0.0,-122.32533,47.70007,1002995.0,37.20000076,6.99,0.26,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,north,Medical Office,0,6,8,16
21909,0.0,1.0,48,38745,1.0,2,12915.0,1.6794166989288941,0.8315954828808586,0.0,0.7789908447960786,0.22100915520392142,-122.32379,47.70087,3073612.0,47.20000076,49.62,1.28,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,north,Medical Office,0,6,8,16
21913,0.0,1.0,57,20296,1.0,2,6765.333333333333,1.0,0.05473301931225982,0.0,1.0,0.0,-122.29505,47.66353,855665.125,42.20000076,5.97,0.29,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,northeast,Self-Storage Facility,0,12,9,45
21916,0.0,1.0,71,22135,1.0,2,7378.333333333333,0.46930201039078384,-0.37851920565725167,0.0,0.680148917990479,0.319851082009521,-122.29342,47.66246,1365716.125,59.5,27.41,1.24,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Mixed Use Property,northeast,Medical Office,0,7,9,16
21917,0.0,1.0,49,38378,1.0,3,9594.5,0.9137005576111313,0.06587934156309583,0.0,0.44337492897748854,0.5566250710225115,-122.29264,47.66183,1807593.875,51.5,53.73,1.4,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Medical Office,northeast,Medical Office,0,6,9,16
21920,0.0,1.0,36,33576,1.0,2,11192.0,1.0,0.09823242680021749,0.0,0.3059239416827683,0.6940760583172317,-122.29521,47.66294,1466199.875,43.70000076,49.73,1.48,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,northeast,Non-Refrigerated Warehouse,0,16,9,20
21921,0.0,1.0,41,33005,1.0,1,16502.5,1.0599000151492197,0.16865937827873267,0.0,0.6915206056177382,0.3084793943822618,-122.29545,47.66205,10821972.0,309.3999939,225.67,6.84,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,northeast,Supermarket/Grocery Store,0,14,9,48
21945,0.0,1.0,35,20971,1.0,1,10485.5,1.1197844642601689,0.30696525040382405,0.0,1.0,0.0,-122.32259,47.61074,729397.1875,33.29999924,5.08,0.24,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,east,Parking,0,8,4,33
21955,0.0,1.0,89,23910,1.0,3,5977.5,0.8364700961940611,0.050063619723511144,0.0,0.7763105026803591,0.22368949731964097,-122.39907,47.63981,910117.6875,38.09999847,15.11,0.63,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
21964,0.0,1.0,106,21765,1.0,2,7255.0,1.0,0.009825607403749825,0.0,0.27798975405085885,0.7220102459491411,-122.38241,47.67477,498909.0,22.89999962,17.38,0.8,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,ballard,Worship Facility,0,17,0,51
22078,0.0,1.0,115,26560,1.0,2,8853.333333333334,1.0,0.009825607403749825,0.0,0.34826638439175006,0.6517336156082499,-122.30838,47.6101,1831347.125,69.0,64.88,2.44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,central,Worship Facility,0,17,1,51
22095,0.0,1.0,59,20140,1.0,2,6713.333333333333,1.0,0.09823242680021749,0.0,1.0,0.0,-122.34174,47.65022,116486.6016,5.800000191,0.81,0.04,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,lake union,Non-Refrigerated Warehouse,0,16,6,20
22139,0.0,1.0,24,38845,1.0,2,12948.333333333334,1.0,0.12668125506261685,0.0,0.4756965853191696,0.5243034146808304,-122.28305,47.53846,6917280.0,178.1000061,215.56,5.55,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,greater duwamish,Retail Store,0,11,5,44
22142,0.0,1.0,63,26092,1.0,1,13046.0,0.994404415146405,0.10316377827591794,0.0,0.6568713338044962,0.34312866619550375,-122.28308,47.53747,8071987.5,311.1000061,173.75,6.66,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,greater duwamish,Supermarket/Grocery Store,0,14,5,48
22163,0.0,1.0,49,25500,1.0,1,12750.0,1.0,0.21359352352945005,0.0,0.16373087727680888,0.8362691227231911,-122.32749,47.55045,1430417.125,56.09999847,55.3,2.17,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,greater duwamish,Office,0,13,5,21
22165,0.0,1.0,55,41895,1.0,1,20947.5,0.8956677407805227,-0.006099832419259821,0.0,0.7133656548159036,0.2866343451840964,-122.32307,47.5478,1343671.0,33.5,25.09,0.6,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,greater duwamish,Non-Refrigerated Warehouse,0,16,5,20
22166,0.0,1.0,58,56193,1.0,2,18731.0,1.0,0.12668125506261685,0.0,0.7441926193642606,0.2558073806357393,-122.32184,47.54912,2580058.5,45.90000153,46.9,0.83,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,greater duwamish,Retail Store,0,11,5,44
22223,0.0,1.0,94,35448,1.0,3,8862.0,1.0,-0.015007101684008761,0.0,0.20330639480786009,0.7966936051921399,-122.37568,47.6712,1632148.75,46.0,60.34,1.7,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,K-12 School,ballard,K-12 School,0,3,0,11
22230,0.0,1.0,50,29214,1.0,1,14607.0,1.0,0.10875936312951295,0.0,0.6670010268588883,0.33299897314111176,-122.37418,47.66986,9558542.0,327.2000122,208.53,7.14,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,ballard,Supermarket/Grocery Store,0,14,0,48
22252,0.0,1.0,55,32000,1.0,1,16000.0,0.93375,0.14110159973000713,0.0,0.4121568120728228,0.5878431879271773,-122.37502,47.66621,1527101.375,44.20000076,45.38,1.42,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,ballard,Other - Recreation,0,8,0,28
22259,0.0,1.0,106,31140,1.0,2,10380.0,0.4765574823378292,-0.3941997734612563,0.0,0.2507674383804699,0.7492325616195301,-122.37307,47.66389,1111093.0,35.70000076,38.86,1.25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Mixed Use Property,ballard,Other,0,7,0,22
22261,0.0,1.0,41,41478,1.0,3,10369.5,0.7698538984521915,-0.13191367474759097,0.0,0.5926895659431838,0.4073104340568163,-122.37246,47.6644,3287502.0,79.30000305,78.22,1.89,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,ballard,Non-Refrigerated Warehouse,0,16,0,20
22264,0.0,1.0,36,39840,1.0,1,19920.0,1.0,0.09823242680021749,0.0,1.0,0.0,-122.37185,47.66411,774360.0,19.39999962,5.24,0.13,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,ballard,Non-Refrigerated Warehouse,0,16,0,20
22312,0.5094191522762951,0.49058084772370486,12,30576,1.0,1,7500.0,0.49058084772370486,-0.03537624856820437,0.0,0.6065810704870582,0.39341892951294183,-122.3842,47.66984,1642173.75,90.69999695,38.52,1.26,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Nonresidential COS,Other,ballard,Library,1,8,0,13
22327,0.0,1.0,92,21528,1.0,2,7176.0,1.0,0.2704903255879325,0.0,0.683957238417652,0.31604276158234795,-122.38242,47.66894,330300.5,15.30000019,6.61,0.31,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,ballard,Social/Meeting Hall,0,8,0,46
22332,0.0,1.0,88,30000,1.0,2,10000.0,0.8609333333333333,0.03046393739762432,0.0,0.8909712943437135,0.1090287056562865,-122.38627,47.66908,1115775.5,43.20000076,13.14,0.44,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,ballard,Strip Mall,0,8,0,47
22420,0.0,1.0,74,30087,1.0,2,10029.0,1.0155216538704424,0.14476439807135688,0.0,1.0,0.0,-122.37316,47.67482,5205994.5,170.3999939,36.77,1.22,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,NonResidential,Other,ballard,Other,0,8,0,22
22438,0.0,1.0,41,40445,1.0,1,20222.5,1.0,0.009825607403749825,0.0,0.34495086829446975,0.6550491317055303,-122.37439,47.66327,911009.375,22.5,29.24,0.72,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NonResidential,Worship Facility,ballard,Worship Facility,0,17,0,51
22440,0.0,1.0,20,23500,1.0,1,11750.0,1.0,0.12668125506261685,0.0,0.8979900120126506,0.10200998798734937,-122.37283,47.66318,1149592.0,48.90000153,13.29,0.57,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,ballard,Retail Store,0,11,0,44
22454,0.0,1.0,49,22420,1.0,1,11210.0,1.0288581623550401,0.15553941741765698,0.0,0.6604374991988629,0.3395625008011371,-122.36549,47.67518,1524765.875,66.09999847,31.79,1.42,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,ballard,Retail Store,0,11,0,44
22479,0.0,1.0,55,25842,1.0,1,12921.0,1.005611020818822,0.11437038394833499,0.0,0.5467041420055826,0.45329585799441746,-122.37788,47.64909,8746499.0,336.6000061,237.54,9.19,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Supermarket / Grocery Store,magnolia / queen anne,Supermarket/Grocery Store,0,14,7,48
22480,0.0,1.0,24,26389,1.0,3,6597.25,0.6353404827769146,-0.15106599369363538,0.0,1.0,0.0,-122.37787,47.65018,1186733.125,45.0,8.42,0.32,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
22486,0.0,1.0,34,25859,1.0,3,6464.75,1.0,0.21359352352945005,0.0,0.7751775774936538,0.2248224225063462,-122.37587,47.65252,916019.375,35.40000153,14.9,0.58,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
22502,0.0,1.0,42,25600,1.0,1,12800.0,0.8046875,-0.09708007319978251,0.0,0.7220664959745199,0.27793350402548017,-122.38831,47.66238,1943594.875,75.90000153,34.26,1.34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,magnolia / queen anne,Non-Refrigerated Warehouse,0,16,7,20
22504,0.0,1.0,51,23169,1.0,1,11584.5,0.4402434287194096,-0.4923288801851653,0.0,1.0,0.0,-122.38751,47.66126,222255.9063,21.79999924,1.55,0.07,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Other,magnolia / queen anne,Manufacturing/Industrial Plant,0,8,7,15
22509,0.20100995596400537,0.7989900440359946,8,41784,1.0,4,6677.0,0.7989900440359946,0.012583567565444653,0.0,1.0,0.0,-122.38576,47.66106,1294615.25,38.79999924,9.03,0.22,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
22511,0.0,1.0,56,56884,1.0,1,28442.0,1.0,0.09823242680021749,0.0,0.5657556299046707,0.43424437009532935,-122.38948,47.66206,1577967.75,27.70000076,37.49,0.66,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NonResidential,Warehouse,magnolia / queen anne,Non-Refrigerated Warehouse,0,16,7,20
22519,0.0,1.0,27,32810,1.0,1,16405.0,1.0,0.12668125506261685,0.0,0.6522739706477011,0.34772602935229896,-122.37617,47.6917,2168833.0,66.09999847,46.44,1.42,66.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,NonResidential,Retail Store,ballard,Retail Store,0,11,0,44
22547,0.0,1.0,36,30989,1.0,3,7747.25,1.0,0.05473301931225982,0.0,1.0,0.0,-122.37581,47.64455,98862.89844,3.200000048,0.68,0.02,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,magnolia / queen anne,Self-Storage Facility,0,12,7,45
22548,0.0,1.0,101,39952,1.0,3,9988.0,1.0,0.05473301931225982,0.0,1.0,0.0,-122.37587,47.64418,58114.19922,1.5,0.4,0.01,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Self-Storage Facility,magnolia / queen anne,Self-Storage Facility,0,12,7,45
22574,0.0,1.0,55,20022,1.0,2,6674.0,1.0380581360503447,0.25165165957979474,0.0,1.0,0.0,-122.37402,47.65504,688824.0,33.09999847,4.58,0.23,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,Office,0,13,7,21
22577,0.0,1.0,56,36498,1.0,2,12166.0,0.49945202476848044,-0.4485029185952783,0.0,0.5338876795150881,0.4661123204849119,-122.37194,47.65563,602201.625,17.0,14.81,0.41,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,magnolia / queen anne,Distribution Center,0,0,7,4
22579,0.0,1.0,48,35946,1.0,1,17973.0,0.885912201635787,-0.06204274172797175,0.0,0.6395306486275796,0.36046935137242037,-122.39075,47.66161,503210.6875,14.0,11.08,0.31,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NonResidential,Distribution Center,magnolia / queen anne,Distribution Center,0,0,7,4
